# FlyOver simulation log file
# FlyOver version 0.9.5
# Program build time = Mar  2 2016 : 16:41:48
# Scene file: C:/Users/labadmin/Desktop/FlyOver095_stripeTracking/virtualWorld/Stripe_20deg_Whiteonblack.dae
# Treadmill connection started at 06/13/16 19:02:10
# Fog DISABLED
# Treadmill ball radius = 4.525 mm
# X rotation coefficient = -370 tics/semicircle
# Y rotation coefficient = -397 tics/semicircle
# Z rotation coefficient = 383 tics/semicircle
# Frame packing ON
# Reinforcement zones are ENABLED
# Reinforcement zone inner radius = 0 mm
# Reinforcement zone outer radius = 50 mm
# Reinforcement zone maximum intensity = 15 (unspecified units)
# Reinforcement zone minimum intensity = 0 (unspecified units)
# Reinforcement gamma exponent = 1 (dimensionless)
# Number of cameras = 2
#  Camera 1 width = 720 pixels
#  Camera 1 height = 1280 pixels
#  Camera 1 X focal length = 1 
#  Camera 1 Y focal length = 1 
#  Camera 1 bottom texture coordinate = (-0.5, -0.5) NDCs
#  Camera 1 warping is OFF
#  Camera 1 frustum = [left=-0.221419, right=0.211976, bottom=-0.415906, top=0.414385, near=0.1, far=10000, aperture=1.13829 radians, distance=21.92, screen_distance=62.8063, eye_sep=1.03494, shift_left=FALSE, use_matrix=TRUE]
#  Camera 1 matrix = [0.461474,0,0,0,0,0.240879,0,0,-0.538526,0.3334,-1.00002,-1,0,0,-0.200002,0,]
#  Camera 2 width = 720 pixels
#  Camera 2 height = 1280 pixels
#  Camera 2 X focal length = 1 
#  Camera 2 Y focal length = 1 
#  Camera 2 bottom texture coordinate = (-0.5, -0.5) NDCs
#  Camera 2 warping is OFF
#  Camera 2 frustum = [left=0.734029, right=1.16742, bottom=-0.415906, top=0.414385, near=0.1, far=10000, aperture=0.0249751 radians, distance=21.92, screen_distance=62.8063, eye_sep=-208.399, shift_left=TRUE, use_matrix=TRUE]
#  Camera 2 matrix = [0.461474,0,0,0,0,0.240879,0,0,0.538526,0.3334,-1.00002,-1,0,0,-0.200002,0,]
# 
# Column Headings:
# Time(sec)  X(mm)  Y(mm)  Z(mm)  velocity(mm/sec)  heading(degrees)  dx1(tics)  dy1(tics)  dx2(tics)  dy2(tics)  collision(mm) reinforcement(?)
0.01834,0.000425871,3.53683e-005,-20.8755,0,3.66427e-005,-1,-1,-1,1,-100,0
0.01976,0.000425871,3.53683e-005,-20.8755,0,0.483476,0,0,0,0,-100,0
0.02114,0.000425871,3.53683e-005,-20.8755,0,0.483476,0,0,0,0,-100,0
0.02522,-1.31475e-006,-1.2811e-006,0.77843,0,0.483476,-1,-1,-1,0,-100,0
0.02630,-1.31475e-006,-1.2811e-006,0.77843,0,0.951913,0,0,0,0,-100,0
0.02741,-1.31475e-006,-1.2811e-006,0.77843,0,0.951913,0,0,0,0,-100,0
0.03247,-1.42585e-006,-1.29063e-006,0.784062,0,0.951913,0,-1,-1,-2,-100,0
0.03351,-1.42585e-006,-1.29063e-006,0.784062,0,1.16358,0,0,0,0,-100,0
0.03453,-1.42585e-006,-1.29063e-006,0.784062,0,1.16358,0,0,0,0,-100,0
0.04077,-1.41946e-006,-1.29008e-006,0.783738,0,1.16358,1,0,0,-1,-100,0
0.04210,-1.41946e-006,-1.29008e-006,0.783738,0,0.921843,1,0,0,-1,-100,0
0.04311,-1.41946e-006,-1.29008e-006,0.783738,0,0.680107,0,0,0,0,-100,0
0.04904,-1.40859e-006,-1.28915e-006,0.783187,0,0.680107,1,0,2,0,-100,0
0.05005,-1.40859e-006,-1.28915e-006,0.783187,0,3.72053e-005,0,0,0,0,-100,0
0.05103,-1.40859e-006,-1.28915e-006,0.783187,0,3.72053e-005,0,0,0,0,-100,0
0.05737,-1.41348e-006,-1.28957e-006,0.783435,0,3.72053e-005,1,0,0,0,-100,0
0.05863,-1.41348e-006,-1.28957e-006,0.783435,0,-0.226694,0,0,0,0,-100,0
0.05964,-1.41348e-006,-1.28957e-006,0.783435,0,-0.226694,0,0,0,0,-100,0
0.07665,-1.40839e-006,-1.28913e-006,0.783177,0,-0.226694,-1,-1,0,0,-100,0
0.07801,-1.40839e-006,-1.28913e-006,0.783177,0,0.0150439,0,0,0,0,-100,0
0.07901,-1.40839e-006,-1.28913e-006,0.783177,0,0.0150439,0,0,0,0,-100,0
0.08203,-1.32791e-006,-1.28223e-006,0.779098,0,0.0150439,0,0,0,0,-100,0
0.08304,-1.32791e-006,-1.28223e-006,0.779098,0,0.0150439,0,0,0,0,-100,0
0.08403,-1.32791e-006,-1.28223e-006,0.779098,0,0.0150439,0,0,0,0,-100,0
0.09032,-1.43522e-006,-1.29143e-006,0.784537,0,0.0150439,0,0,0,0,-100,0
0.09164,-1.43522e-006,-1.29143e-006,0.784537,0,0.0150439,0,0,1,0,-100,0
0.09262,-1.43522e-006,-1.29143e-006,0.784537,0,-0.211656,1,0,0,0,-100,0
0.09859,-1.40852e-006,-1.28914e-006,0.783183,0,-0.438357,0,0,1,0,-100,0
0.09962,-1.40852e-006,-1.28914e-006,0.783183,0,-0.665057,0,0,0,0,-100,0
